Transect_id,year,Analysis type,Basal_cm,Canopy_cm,Total_cm,Transect_cm,Code,Status,Full_name,RevBI,FS_BAND,TRT,PctC,Growth_form,Origin
1U2,1998,entire,21,0,21,5000,cone,live,pine cone,Unburned,FS,Unseeded,0,L,
1U2,1998,entire,15,0,15,5000,shit,live,Animal feces,Unburned,FS,Unseeded,0,L,
1U2,1998,entire,11,3,14,5000,fung,live,Fungus,Unburned,FS,Unseeded,0,M,
1U2,1998,entire,3,22,25,5000,sefe,live,Senecio fendleri,Unburned,FS,Unseeded,0,F,
1U2,1998,entire,0,3,3,5000,sewo,dead,Senecio wootonii,Unburned,FS,Unseeded,0,F,
1U2,1998,entire,0,920,920,5000,pipo,live,Pinus ponderosa,Unburned,FS,Unseeded,18,T,
1U2,1998,entire,0,11,11,5000,forb,live,Unidentified forb,Unburned,FS,Unseeded,0,F,
1U2,1998,entire,0,25,25,5000,rone,live,Robinia neomexicana,Unburned,FS,Unseeded,1,S,
1U2,1998,entire,0,12,12,5000,casp,live,Carex spp.,Unburned,FS,Unseeded,0,G,
1U2,1998,entire,0,1,1,5000,quun,live,Quercus undulata,Unburned,FS,Unseeded,0,S,
1U2,1998,entire,0,990,990,5000,psme,live,Pseudotsuga menziesii,Unburned,FS,Unseeded,20,T,
1U2,1998,entire,0,6,6,5000,cosc,dead,Conyza schiedeana,Unburned,FS,Unseeded,0,F,
1U2,1998,entire,0,4,4,5000,gras2,live,Unidentified grass,Unburned,FS,Unseeded,0,G,
1U2,1998,entire,0,24,24,5000,limu,live,Lithospermum multiflorum,Unburned,FS,Unseeded,0,F,
1U2,2008,entire,2654,0,2654,5000,litt,live,Litter,Unburned,FS,Unseeded,0,L,
1U2,2008,entire,1349,0,1349,5000,bare,live,"combined soil,cryp,pumc,grav,rock",Unburned,FS,Unseeded,0,B,
1U2,2008,entire,357,0,357,5000,rock,live,Rock,Unburned,FS,Unseeded,0,B,
1U2,2008,entire,300,1059,1359,5000,mumo,live,Muhlenbergia montana,Unburned,FS,Unseeded,21,G,
1U2,2008,entire,161,0,161,5000,moss,live,Moss,Unburned,FS,Unseeded,0,C,
1U2,2008,entire,122,3,125,5000,wood,live,Dead wood,Unburned,FS,Unseeded,0,L,
1U2,2008,entire,22,279,301,5000,kocr,live,Koeleria cristata,Unburned,FS,Unseeded,6,G,
1U2,2008,entire,18,1130,1148,5000,psme,live,Pseudotsuga menziesii,Unburned,FS,Unseeded,23,T,
1U2,2008,entire,10,50,60,5000,caxx,live,Carex spp.,Unburned,FS,Unseeded,1,G,
1U2,2008,entire,7,126,133,5000,sexx,live,Senecio sp.,Unburned,FS,Unseeded,3,F,
1U2,2008,entire,0,1250,1250,5000,pipo,live,Pinus ponderosa,Unburned,FS,Unseeded,25,T,
1U2,2008,entire,0,6,6,5000,ipag,dead,Ipomopsis aggregata,Unburned,FS,Unseeded,0,F,
1U2,2008,entire,0,54,54,5000,soxx,live,Solidago spp.,Unburned,FS,Unseeded,1,F,
1U2,2008,entire,0,35,35,5000,fear,live,Festuca arizonica,Unburned,FS,Unseeded,1,G,
1U2,2008,entire,0,4,4,5000,pifl,live,Pinus flexilis,Unburned,FS,Unseeded,0,T,
1U2,2008,entire,0,3,3,5000,ipag,live,Ipomopsis aggregata,Unburned,FS,Unseeded,0,F,
1U2,2008,entire,0,46,46,5000,limu,live,Lithospermum multiflorum,Unburned,FS,Unseeded,1,F,
1U2,2008,entire,0,24,24,5000,geca,live,Geranium caespitosum,Unburned,FS,Unseeded,0,F,
1U2,2013,entire,2255,69,2324,5010,litt,live,Litter,Unburned,FS,Unseeded,1,L,
1U2,2013,entire,1472,0,1472,5010,pumc,live,Pumice soil,Unburned,FS,Unseeded,0,B,
1U2,2013,entire,745,0,745,5010,bare,live,"combined soil,pumc,grav,rock",Unburned,FS,Unseeded,0,F,
1U2,2013,entire,260,0,260,5010,rock,live,Rock,Unburned,FS,Unseeded,0,B,
1U2,2013,entire,125,1306,1431,5010,mumo,live,Muhlenbergia montana,Unburned,FS,Unseeded,26,G,
1U2,2013,entire,70,23,93,5010,wood,live,Dead wood,Unburned,FS,Unseeded,0,L,
1U2,2013,entire,38,262,300,5010,veth,live,Verbascum thapsus,Unburned,FS,Unseeded,5,F,
1U2,2013,entire,12,0,12,5010,shit,live,Animal feces,Unburned,FS,Unseeded,0,L,
1U2,2013,entire,8,27,35,5010,caxx,live,Carex spp.,Unburned,FS,Unseeded,1,G,
1U2,2013,entire,8,156,164,5010,sowr,live,Solidago wrightii,Unburned,FS,Unseeded,3,F,
1U2,2013,entire,7,0,7,5010,moss,live,Moss,Unburned,FS,Unseeded,0,C,
1U2,2013,entire,5,44,49,5010,ipag,live,Ipomopsis aggregata,Unburned,FS,Unseeded,1,F,
1U2,2013,entire,2,58,60,5010,sewo,live,Senecio wootonii,Unburned,FS,Unseeded,1,F,
1U2,2013,entire,2,24,26,5010,pafe,live,Packera fendleri (was Senecio fendleri),Unburned,FS,Unseeded,0,F,
1U2,2013,entire,1,4,5,5010,badi,live,Bahia dissecta,Unburned,FS,Unseeded,0,F,
1U2,2013,entire,0,4,4,5010,chvi2,dead,Chrysopsis villosa,Unburned,FS,Unseeded,0,F,
1U2,2013,entire,0,25,25,5010,erca,live,Erysimum capitatum,Unburned,FS,Unseeded,0,F,
1U2,2013,entire,0,14,14,5010,limu,live,Lithospermum multiflorum,Unburned,FS,Unseeded,0,F,
1U2,2013,entire,0,32,32,5010,mata,live,Machaeranthera tanacetifolia,Unburned,FS,Unseeded,1,F,
1U2,2013,entire,0,23,23,5010,kocr,live,Koeleria cristata,Unburned,FS,Unseeded,0,G,
1U2,2013,entire,0,25,25,5010,erca,dead,Erysimum capitatum,Unburned,FS,Unseeded,0,F,
1U2,2013,entire,0,8,8,5010,erxx2,dead,Eriogonum sp.,Unburned,FS,Unseeded,0,F,
1U2,2013,entire,0,32,32,5010,crja,live,Cryptantha jamesii,Unburned,FS,Unseeded,1,F,
1U2,2016,entire,2069,77,2146,4968,litt,live,Litter,Unburned,FS,Unseeded,2,L,
1U2,2016,entire,1827,0,1827,4968,pumc,live,Pumice soil,Unburned,FS,Unseeded,0,B,
1U2,2016,entire,423,0,423,4968,bare,live,"combined soil,pumc,grav,rock",Unburned,FS,Unseeded,0,F,
1U2,2016,entire,355,2400,2755,4968,gras,live,Unidentified grass,Unburned,FS,Unseeded,48,G,
1U2,2016,entire,95,271,366,4968,veth,live,Verbascum thapsus,Unburned,FS,Unseeded,5,F,
1U2,2016,entire,86,304,390,4968,pipo,dead,Pinus ponderosa,Unburned,FS,Unseeded,6,T,
1U2,2016,entire,56,45,101,4968,wood,live,Dead wood,Unburned,FS,Unseeded,1,L,
1U2,2016,entire,40,500,540,4968,pipo,live,Pinus ponderosa,Unburned,FS,Unseeded,10,T,
1U2,2016,entire,10,0,10,4968,gras,dead,Unidentified grass,Unburned,FS,Unseeded,0,G,
1U2,2016,entire,7,558,565,4968,forb,live,Unidentified forb,Unburned,FS,Unseeded,11,F,
1U2,2016,entire,0,35,35,4968,forb,dead,Unidentified forb,Unburned,FS,Unseeded,1,F,
1U2,2016,entire,0,2,2,4968,veth,dead,Verbascum thapsus,Unburned,FS,Unseeded,0,F,
1U2,2019,entire,1893,0,1893,5030,pumc,live,Pumice soil,Unburned,FS,Unseeded,0,B,
1U2,2019,entire,1393,506,1899,5030,litt,live,Litter,Unburned,FS,Unseeded,10,L,
1U2,2019,entire,616,0,616,5030,bare,live,"combined soil,pumc,grav,rock",Unburned,FS,Unseeded,0,F,
1U2,2019,entire,577,2247,2824,5030,mumo,live,Muhlenbergia montana,Unburned,FS,Unseeded,45,G,
1U2,2019,entire,284,0,284,5030,rock,live,Rock,Unburned,FS,Unseeded,0,B,
1U2,2019,entire,55,168,223,5030,pipo,dead,Pinus ponderosa,Unburned,FS,Unseeded,3,T,
1U2,2019,entire,49,67,116,5030,mumo,dead,Muhlenbergia montana,Unburned,FS,Unseeded,1,G,
1U2,2019,entire,36,199,235,5030,koma,live,Koeleria micrantha,Unburned,FS,Unseeded,4,G,native
1U2,2019,entire,32,0,32,5030,moss,live,Moss,Unburned,FS,Unseeded,0,C,
1U2,2019,entire,28,47,75,5030,veth,live,Verbascum thapsus,Unburned,FS,Unseeded,1,F,
1U2,2019,entire,15,276,291,5030,kuch,live,Kuhnia chlorolepis,Unburned,FS,Unseeded,5,F,
1U2,2019,entire,13,42,55,5030,wood,live,Dead wood,Unburned,FS,Unseeded,1,L,
1U2,2019,entire,12,0,12,5030,shit,live,Animal feces,Unburned,FS,Unseeded,0,L,
1U2,2019,entire,7,46,53,5030,comp,live,unknown Composite,Unburned,FS,Unseeded,1,F,
1U2,2019,entire,5,6,11,5030,anma2,live,Anaphalis margaritacea,Unburned,FS,Unseeded,0,F,native
1U2,2019,entire,5,0,5,5030,kuch,dead,Kuhnia chlorolepis,Unburned,FS,Unseeded,0,F,
1U2,2019,entire,4,470,474,5030,psme,dead,Pseudotsuga menziesii,Unburned,FS,Unseeded,9,T,
1U2,2019,entire,3,10,13,5030,badi,live,Bahia dissecta,Unburned,FS,Unseeded,0,F,
1U2,2019,entire,2,56,58,5030,rone,live,Robinia neomexicana,Unburned,FS,Unseeded,1,S,
1U2,2019,entire,1,34,35,5030,limu,live,Lithospermum multiflorum,Unburned,FS,Unseeded,1,F,
1U2,2019,entire,0,4,4,5030,sctr,live,Senecio triangularis,Unburned,FS,Unseeded,0,G,native
1U2,2019,entire,0,466,466,5030,pipo,live,Pinus ponderosa,Unburned,FS,Unseeded,9,T,
1U2,2019,entire,0,6,6,5030,care,live,Carex spp.,Unburned,FS,Unseeded,0,G,
1U2,2019,entire,0,36,36,5030,kocr,live,Koeleria cristata,Unburned,FS,Unseeded,1,G,
1U2,2019,entire,0,4,4,5030,erca,live,Erysimum capitatum,Unburned,FS,Unseeded,0,F,
1U2,2019,entire,0,2,2,5030,gras,live,Unidentified grass,Unburned,FS,Unseeded,0,G,
1U2,2019,entire,0,4,4,5030,veth,dead,Verbascum thapsus,Unburned,FS,Unseeded,0,F,
1U2,2019,entire,0,8,8,5030,vimu,live,Viguiera multiflora,Unburned,FS,Unseeded,0,F,
1U2,2019,entire,0,32,32,5030,brte,live,Bromus tectorum,Unburned,FS,Unseeded,1,G,
1U2,2019,entire,0,320,320,5030,elel,live,Elymus elymoides,Unburned,FS,Unseeded,6,G,
1U2,2019,entire,0,93,93,5030,geca,live,Geranium caespitosum,Unburned,FS,Unseeded,2,F,
2HAS1,1997,entire,3312,0,3312,5000,soil,live,Soil,High,FS,Seeded,0,B,
2HAS1,1997,entire,1395,0,1395,5000,litt,live,Litter,High,FS,Seeded,0,L,
2HAS1,1997,entire,155,0,155,5000,pipo,dead,Pinus ponderosa,High,FS,Seeded,0,T,
2HAS1,1997,entire,35,1230,1265,5000,lomu,live,Lolium multiflorum,High,FS,Seeded,25,G,
2HAS1,1997,entire,31,0,31,5000,wood,live,Dead wood,High,FS,Seeded,0,L,
2HAS1,1997,entire,28,10,38,5000,taof,live,Taraxacum officinale,High,FS,Seeded,0,F,
2HAS1,1997,entire,18,0,18,5000,shit,live,Animal feces,High,FS,Seeded,0,L,
2HAS1,1997,entire,13,1096,1109,5000,brca2,live,bromus carinatus,High,FS,Seeded,22,G,
2HAS1,1997,entire,7,0,7,5000,rone,dead,Robinia neomexicana,High,FS,Seeded,0,S,
2HAS1,1997,entire,3,33,36,5000,brin,live,Bromus inermis,High,FS,Seeded,1,G,
2HAS1,1997,entire,2,33,35,5000,casp,live,Carex spp.,High,FS,Seeded,1,G,
2HAS1,1997,entire,1,831,832,5000,quga,live,Quercus gambellii,High,FS,Seeded,17,S,
2HAS1,1997,entire,0,164,164,5000,lope,live,Lolium perenne,High,FS,Seeded,3,G,
2HAS1,1997,entire,0,78,78,5000,rone,live,Robinia neomexicana,High,FS,Seeded,2,S,
2HAS1,1997,entire,0,188,188,5000,eltr,live,Elymus trachycaulum,High,FS,Seeded,4,G,
2HAS1,1997,entire,0,30,30,5000,quga,dead,Quercus gambellii,High,FS,Seeded,1,S,
2HAS1,1997,entire,0,2,2,5000,alce,live,Allium cernuum,High,FS,Seeded,0,F,
2HAS1,1997,entire,0,5,5,5000,toin,live,Townsendia incana,High,FS,Seeded,0,F,
2HAS1,1997,entire,0,32,32,5000,gras2,live,Unidentified grass,High,FS,Seeded,1,G,
2HAS1,1997,entire,0,1,1,5000,forb,live,Unidentified forb,High,FS,Seeded,0,F,
2HAS1,1997,entire,0,8,8,5000,psmo,live,Pseudocymopterus montanus,High,FS,Seeded,0,F,
2HAS1,1998,entire,3675,0,3675,5000,litt,live,Litter,High,FS,Seeded,0,L,
2HAS1,1998,entire,758,0,758,5000,soil,live,Soil,High,FS,Seeded,0,B,
2HAS1,1998,entire,232,0,232,5000,moss,live,Moss,High,FS,Seeded,0,C,
2HAS1,1998,entire,109,0,109,5000,pipo,dead,Pinus ponderosa,High,FS,Seeded,0,T,
2HAS1,1998,entire,46,327,373,5000,eltr,live,Elymus trachycaulum,High,FS,Seeded,7,G,
2HAS1,1998,entire,38,0,38,5000,grav,live,Gravel,High,FS,Seeded,0,B,
2HAS1,1998,entire,33,296,329,5000,brca2,live,bromus carinatus,High,FS,Seeded,6,G,
2HAS1,1998,entire,32,209,241,5000,brin,live,Bromus inermis,High,FS,Seeded,4,G,
2HAS1,1998,entire,29,0,29,5000,wood,live,Dead wood,High,FS,Seeded,0,L,
2HAS1,1998,entire,21,0,21,5000,shit,live,Animal feces,High,FS,Seeded,0,L,
2HAS1,1998,entire,11,92,103,5000,casp,live,Carex spp.,High,FS,Seeded,2,G,
2HAS1,1998,entire,9,33,42,5000,lomu,live,Lolium multiflorum,High,FS,Seeded,1,G,
2HAS1,1998,entire,3,7,10,5000,bocu,live,Bouteloua curtipendula,High,FS,Seeded,0,G,
2HAS1,1998,entire,2,3,5,5000,ersp,live,Erigeron speciosus,High,FS,Seeded,0,F,
2HAS1,1998,entire,2,602,604,5000,quga,live,Quercus gambellii,High,FS,Seeded,12,S,
2HAS1,1998,entire,0,2,2,5000,quga,dead,Quercus gambellii,High,FS,Seeded,0,S,
2HAS1,1998,entire,0,262,262,5000,rone,live,Robinia neomexicana,High,FS,Seeded,5,S,
2HAS1,1998,entire,0,23,23,5000,toin,live,Townsendia incana,High,FS,Seeded,0,F,
2HAS1,1998,entire,0,20,20,5000,gras,dead,Unidentified grass,High,FS,Seeded,0,G,
2HAS1,1998,entire,0,1,1,5000,acla,live,Achillea millefolium,High,FS,Seeded,0,F,
2HAS1,1998,entire,0,4,4,5000,eltr,dead,Elymus trachycaulum,High,FS,Seeded,0,G,
2HAS1,1998,entire,0,34,34,5000,brca2,dead,bromus carinatus,High,FS,Seeded,1,G,
2HAS1,1998,entire,0,3,3,5000,alce,live,Allium cernuum,High,FS,Seeded,0,F,
2HAS1,1998,entire,0,4,4,5000,taof,live,Taraxacum officinale,High,FS,Seeded,0,F,
2HAS1,1998,entire,0,1,1,5000,lomu,dead,Lolium multiflorum,High,FS,Seeded,0,G,
2HAS1,1998,entire,0,8,8,5000,brin,dead,Bromus inermis,High,FS,Seeded,0,G,
2HAS1,2008,entire,2885,0,2885,5000,litt,live,Litter,High,FS,Seeded,0,L,
2HAS1,2008,entire,1447,3364,4811,5000,brin,live,Bromus inermis,High,FS,Seeded,67,G,
2HAS1,2008,entire,526,353,879,5000,wood,live,Dead wood,High,FS,Seeded,7,L,
2HAS1,2008,entire,88,0,88,5000,agsm,live,Agropyron smithii,High,FS,Seeded,0,G,
2HAS1,2008,entire,30,0,30,5000,pipo,dead,Pinus ponderosa,High,FS,Seeded,0,T,
2HAS1,2008,entire,24,102,126,5000,bocu,live,Bouteloua curtipendula,High,FS,Seeded,2,G,
2HAS1,2008,entire,0,967,967,5000,quga,live,Quercus gambellii,High,FS,Seeded,19,S,
2HAS1,2008,entire,0,432,432,5000,caxx,live,Carex spp.,High,FS,Seeded,9,G,
2HAS1,2008,entire,0,706,706,5000,rone,live,Robinia neomexicana,High,FS,Seeded,14,S,
2HAS1,2008,entire,0,32,32,5000,acla,live,Achillea millefolium,High,FS,Seeded,1,F,
2HAS1,2008,entire,0,47,47,5000,scsc,live,Schizachyrium scoparius,High,FS,Seeded,1,G,
2HAS1,2008,entire,0,5,5,5000,limu,live,Lithospermum multiflorum,High,FS,Seeded,0,F,
2HAS1,2008,entire,0,26,26,5000,elel,live,Elymus elymoides,High,FS,Seeded,1,G,
2HAS1,2008,entire,0,10,10,5000,anxx,live,Antennaria spp.,High,FS,Seeded,0,F,
2HAS1,2008,entire,0,50,50,5000,kocr,live,Koeleria cristata,High,FS,Seeded,1,G,
2HAS1,2008,entire,0,10,10,5000,erdi,live,Erigeron divergens,High,FS,Seeded,0,F,
2HAS1,2013,entire,3790,0,3790,5015,bare,live,"combined soil,pumc,grav,rock",High,FS,Seeded,0,F,
2HAS1,2013,entire,980,0,980,5015,litt,live,Litter,High,FS,Seeded,0,L,
2HAS1,2013,entire,107,423,530,5015,brin,live,Bromus inermis,High,FS,Seeded,8,G,
2HAS1,2013,entire,76,163,239,5015,wood,live,Dead wood,High,FS,Seeded,3,L,
2HAS1,2013,entire,23,0,23,5015,pumc,live,Pumice soil,High,FS,Seeded,0,B,
2HAS1,2013,entire,16,455,471,5015,quga,live,Quercus gambellii,High,FS,Seeded,9,S,
2HAS1,2013,entire,10,708,718,5015,rone,live,Robinia neomexicana,High,FS,Seeded,14,S,
2HAS1,2013,entire,9,98,107,5015,caxx,live,Carex spp.,High,FS,Seeded,2,G,
2HAS1,2013,entire,4,0,4,5015,unkn,dead,Unknown plant,High,FS,Seeded,0,F,
2HAS1,2013,entire,0,6,6,5015,comp,dead,unknown Composite,High,FS,Seeded,0,F,
2HAS1,2013,entire,0,4,4,5015,gras,live,Unidentified grass,High,FS,Seeded,0,G,
2HAS1,2016,entire,1984,0,1984,5012,bare,live,"combined soil,pumc,grav,rock",High,FS,Seeded,0,F,
2HAS1,2016,entire,1508,11,1519,5012,litt,live,Litter,High,FS,Seeded,0,L,
2HAS1,2016,entire,1382,2589,3971,5012,brin,live,Bromus inermis,High,FS,Seeded,52,G,
2HAS1,2016,entire,81,92,173,5012,wood,live,Dead wood,High,FS,Seeded,2,L,
2HAS1,2016,entire,17,655,672,5012,rone,live,Robinia neomexicana,High,FS,Seeded,13,S,
2HAS1,2016,entire,13,208,221,5012,forb,live,Unidentified forb,High,FS,Seeded,4,F,
2HAS1,2016,entire,11,121,132,5012,gras,live,Unidentified grass,High,FS,Seeded,2,G,
2HAS1,2016,entire,10,0,10,5012,moss,live,Moss,High,FS,Seeded,0,C,
2HAS1,2016,entire,5,977,982,5012,quga,live,Quercus gambellii,High,FS,Seeded,19,S,
2HAS1,2016,entire,1,4,5,5012,rone,dead,Robinia neomexicana,High,FS,Seeded,0,S,
2HAS1,2019,entire,2394,41,2435,5015,litt,live,Litter,High,FS,Seeded,1,L,
2HAS1,2019,entire,1304,0,1304,5015,bare,live,"combined soil,pumc,grav,rock",High,FS,Seeded,0,F,
2HAS1,2019,entire,761,2457,3218,5015,brin,live,Bromus inermis,High,FS,Seeded,49,G,
2HAS1,2019,entire,144,0,144,5015,moss,live,Moss,High,FS,Seeded,0,C,
2HAS1,2019,entire,127,0,127,5015,cryp,live,Cryptogam,High,FS,Seeded,0,C,
2HAS1,2019,entire,116,153,269,5015,badi,live,Bahia dissecta,High,FS,Seeded,3,F,
2HAS1,2019,entire,112,90,202,5015,wood,live,Dead wood,High,FS,Seeded,2,L,
2HAS1,2019,entire,31,297,328,5015,care,live,Carex spp.,High,FS,Seeded,6,G,
2HAS1,2019,entire,11,18,29,5015,erxx,live,Erigeron spp.,High,FS,Seeded,0,F,
2HAS1,2019,entire,8,0,8,5015,litt,dead,Litter,High,FS,Seeded,0,L,
2HAS1,2019,entire,2,7,9,5015,forb,dead,Unidentified forb,High,FS,Seeded,0,F,
2HAS1,2019,entire,2,1277,1279,5015,quga,live,Quercus gambellii,High,FS,Seeded,25,S,
2HAS1,2019,entire,1,3,4,5015,erfl,live,Erigeron flagellaris,High,FS,Seeded,0,F,
2HAS1,2019,entire,1,0,1,5015,forb,live,Unidentified forb,High,FS,Seeded,0,F,
2HAS1,2019,entire,1,881,882,5015,rone,live,Robinia neomexicana,High,FS,Seeded,18,S,
2HAS1,2019,entire,0,2,2,5015,popr,live,Poa pratensis,High,FS,Seeded,0,G,
2HAS1,2019,entire,0,12,12,5015,quga,dead,Quercus gambellii,High,FS,Seeded,0,S,
2HAS1,2019,entire,0,17,17,5015,shru,dead,Unidentified shrub,High,FS,Seeded,0,S,
2HAS1,2019,entire,0,8,8,5015,hyri,live,Hymenoxys richardsonii,High,FS,Seeded,0,F,
2HAS2,1997,entire,4946,0,4946,5000,grav,live,Gravel,High,FS,Seeded,0,B,
2HAS2,1997,entire,29,0,29,5000,soil,live,Soil,High,FS,Seeded,0,B,
2HAS2,1997,entire,14,0,14,5000,pipo,dead,Pinus ponderosa,High,FS,Seeded,0,T,
2HAS2,1997,entire,5,0,5,5000,wood,live,Dead wood,High,FS,Seeded,0,L,
2HAS2,1997,entire,3,182,185,5000,cefe,live,Ceanothus fendleri,High,FS,Seeded,4,U,
2HAS2,1997,entire,3,0,3,5000,rock,live,Rock,High,FS,Seeded,0,B,
2HAS2,1997,entire,0,1434,1434,5000,brca2,live,bromus carinatus,High,FS,Seeded,29,G,
2HAS2,1997,entire,0,306,306,5000,lomu,dead,Lolium multiflorum,High,FS,Seeded,6,G,
2HAS2,1997,entire,0,61,61,5000,lomu,live,Lolium multiflorum,High,FS,Seeded,1,G,
2HAS2,1997,entire,0,1,1,5000,brca2,dead,bromus carinatus,High,FS,Seeded,0,G,
2HAS2,1997,entire,0,126,126,5000,gras2,live,Unidentified grass,High,FS,Seeded,3,G,
2HAS2,1997,entire,0,49,49,5000,gras,live,Unidentified grass,High,FS,Seeded,1,G,
2HAS2,1997,entire,0,36,36,5000,brin,live,Bromus inermis,High,FS,Seeded,1,G,
2HAS2,1997,entire,0,2,2,5000,bocu,live,Bouteloua curtipendula,High,FS,Seeded,0,G,
2HAS2,1997,entire,0,221,221,5000,eltr,live,Elymus trachycaulum,High,FS,Seeded,4,G,
2HAS2,1997,entire,0,1,1,5000,chgr,live,Chenopodium graveolens,High,FS,Seeded,0,F,
2HAS2,1997,entire,0,50,50,5000,chfr,live,Chenopodium fremontii,High,FS,Seeded,1,F,
2HAS2,1997,entire,0,18,18,5000,casp,live,Carex spp.,High,FS,Seeded,0,G,
2HAS2,1997,entire,0,6,6,5000,limu,live,Lithospermum multiflorum,High,FS,Seeded,0,F,
2HAS2,1997,entire,0,21,21,5000,lope,dead,Lolium perenne,High,FS,Seeded,0,G,
2HAS2,1997,entire,0,21,21,5000,brte,dead,Bromus tectorum,High,FS,Seeded,0,G,
2HAS2,1997,entire,0,165,165,5000,quga,live,Quercus gambellii,High,FS,Seeded,3,S,
2HAS2,1998,entire,3469,0,3469,5000,grav,live,Gravel,High,FS,Seeded,0,B,
2HAS2,1998,entire,1235,0,1235,5000,litt,live,Litter,High,FS,Seeded,0,L,
2HAS2,1998,entire,94,416,510,5000,eltr,live,Elymus trachycaulum,High,FS,Seeded,8,G,
2HAS2,1998,entire,61,1048,1109,5000,brca2,live,bromus carinatus,High,FS,Seeded,21,G,
2HAS2,1998,entire,57,0,57,5000,soil,live,Soil,High,FS,Seeded,0,B,
2HAS2,1998,entire,27,9,36,5000,wood,live,Dead wood,High,FS,Seeded,0,L,
2HAS2,1998,entire,14,0,14,5000,pipo,dead,Pinus ponderosa,High,FS,Seeded,0,T,
2HAS2,1998,entire,10,0,10,5000,moss,live,Moss,High,FS,Seeded,0,C,
2HAS2,1998,entire,9,0,9,5000,quga,dead,Quercus gambellii,High,FS,Seeded,0,S,
2HAS2,1998,entire,8,67,75,5000,lomu,live,Lolium multiflorum,High,FS,Seeded,1,G,
2HAS2,1998,entire,5,59,64,5000,casp,live,Carex spp.,High,FS,Seeded,1,G,
2HAS2,1998,entire,3,228,231,5000,quga,live,Quercus gambellii,High,FS,Seeded,5,S,
2HAS2,1998,entire,2,53,55,5000,brte,dead,Bromus tectorum,High,FS,Seeded,1,G,
2HAS2,1998,entire,2,409,411,5000,cefe,live,Ceanothus fendleri,High,FS,Seeded,8,U,
2HAS2,1998,entire,2,8,10,5000,taof,live,Taraxacum officinale,High,FS,Seeded,0,F,
2HAS2,1998,entire,1,51,52,5000,coca,live,Conyza canadensis,High,FS,Seeded,1,F,
2HAS2,1998,entire,1,33,34,5000,veth,live,Verbascum thapsus,High,FS,Seeded,1,F,
2HAS2,1998,entire,0,2,2,5000,bocu,live,Bouteloua curtipendula,High,FS,Seeded,0,G,
2HAS2,1998,entire,0,7,7,5000,lomu,dead,Lolium multiflorum,High,FS,Seeded,0,G,
2HAS2,1998,entire,0,44,44,5000,gras,live,Unidentified grass,High,FS,Seeded,1,G,
2HAS2,1998,entire,0,47,47,5000,brin,live,Bromus inermis,High,FS,Seeded,1,G,
2HAS2,1998,entire,0,1,1,5000,forb,live,Unidentified forb,High,FS,Seeded,0,F,
2HAS2,1998,entire,0,3,3,5000,chfr,live,Chenopodium fremontii,High,FS,Seeded,0,F,
2HAS2,1998,entire,0,15,15,5000,brca2,dead,bromus carinatus,High,FS,Seeded,0,G,
2HAS2,1998,entire,0,14,14,5000,rone,live,Robinia neomexicana,High,FS,Seeded,0,S,
2HAS2,1998,entire,0,21,21,5000,limu,live,Lithospermum multiflorum,High,FS,Seeded,0,F,
2HAS2,1998,entire,0,2,2,5000,cosc,live,Conyza schiedeana,High,FS,Seeded,0,F,
2HAS2,2008,entire,2780,17,2797,5000,litt,live,Litter,High,FS,Seeded,0,L,
2HAS2,2008,entire,1098,0,1098,5000,bare,live,"combined soil,cryp,pumc,grav,rock",High,FS,Seeded,0,B,
2HAS2,2008,entire,497,448,945,5000,wood,live,Dead wood,High,FS,Seeded,9,L,
2HAS2,2008,entire,470,1919,2389,5000,brin,live,Bromus inermis,High,FS,Seeded,38,G,
2HAS2,2008,entire,51,1215,1266,5000,cefe,live,Ceanothus fendleri,High,FS,Seeded,24,U,
2HAS2,2008,entire,27,14,41,5000,comp,dead,unknown Composite,High,FS,Seeded,0,F,
2HAS2,2008,entire,21,35,56,5000,veth,dead,Verbascum thapsus,High,FS,Seeded,1,F,
2HAS2,2008,entire,20,67,87,5000,mumo,live,Muhlenbergia montana,High,FS,Seeded,1,G,
2HAS2,2008,entire,11,17,28,5000,cefe,dead,Ceanothus fendleri,High,FS,Seeded,0,U,
2HAS2,2008,entire,9,0,9,5000,veth,live,Verbascum thapsus,High,FS,Seeded,0,F,
2HAS2,2008,entire,5,167,172,5000,quxx,live,Quercus spp.,High,FS,Seeded,3,S,
2HAS2,2008,entire,3,0,3,5000,hier,live,Hieracium spp.,High,FS,Seeded,0,F,
2HAS2,2008,entire,3,45,48,5000,gras,live,Unidentified grass,High,FS,Seeded,1,G,
2HAS2,2008,entire,3,121,124,5000,eltr,live,Elymus trachycaulum,High,FS,Seeded,2,G,
2HAS2,2008,entire,2,9,11,5000,bltr,live,Blepharoneuron tricholepis,High,FS,Seeded,0,L,
2HAS2,2008,entire,0,317,317,5000,rone,live,Robinia neomexicana,High,FS,Seeded,6,S,
2HAS2,2008,entire,0,27,27,5000,bocu,live,Bouteloua curtipendula,High,FS,Seeded,1,G,
2HAS2,2008,entire,0,141,141,5000,caxx,live,Carex spp.,High,FS,Seeded,3,G,
2HAS2,2008,entire,0,12,12,5000,cixx,live,Cirsium sp.,High,FS,Seeded,0,F,
2HAS2,2008,entire,0,8,8,5000,root,dead,"Tree root, exposed, living",High,FS,Seeded,0,T,
